CREATEDDATE,DISTRICT,FACILITYID,LASTUPDATEDDATE,LATITUDE,LONGITUDE,PERMITENTRANCEACCESSIBLE,PERMITENTRANCEDESCRIPTION,PERMITENTRANCEID,PERMITENTRANCENAME,PERMITENTRANCETYPE,TOWN
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","248","PSN10","Non Zone North",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","This is not a camping zone, this is Forest Service Wilderness along the Crest Trail where people can camp if they wish.","249","MGS11","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Group site in the center of Granite Canyon Camping zone. These group sites have bear boxes for food storage.","250","MGS5","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Football Field","251","OCS15","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. Small site on west side of Leigh Lake.  Hiking trail accessible. Non-motorized boat accessible, or a mile 1/2 hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","252","LL09","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","253","PSS7","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","254","PSS20","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","For information regarding the walk-in availability for this site, please call the park at: (307)739-3309. This site is currently still available for advanced reservations in May, September & October. .Small site on south west point of the lake. Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","255","LL10","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","One site  at the far end of the Leigh Lake hiking trail, on Trapper Lake. Boat in is possible for this site, but you would need to dock your boat on the north end of Leigh Lake and walk  three quarters of a mile to the campsite. Most visitors hike in the 4 miles from Leigh Lake Trailhead. Has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.","256","LL12","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","This is not a camping zone, this is Forest Service Wilderness between the Teton Park  boundary just north of Marion Lake, and the Teton Park boundary just south of the Death Canyon Shelf where people can camp if they wish. Water is scarce in this area.","257","MCZ6","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Campsite for groups with horses in Death Canyon Camping Zone. These group sites have bear boxes for food storage.","258","MGS3","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Bivy used for Cathedral Traverse. Bear canisters may be required at ranger discretion.","259","OSC1","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Two small sites on east side of Leigh Lake. Large sandy beach with shallow water for swimming.Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. This site has a fire grate which allows campfires unless restricted under high fire danger.","260","LL02","02 Leigh Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Camping zone on saddle between Grand Teton and Middle Teton.  Highest elevation camping area for climbs on the Grand Teton. This zone has a bear box for shared food storage.  It requires solid human waste be packed out.  Waste bags for this purpose may be obtained at permits offices.","261","GC4","08 Lwr Saddle-Moraine-Caves",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Above Teton Glacier, between Mt. Owen and Grand Teton. Used for bivying on Grand or Cathedral Traverse. Bear canisters may be required at ranger discretion.","262","OCS2","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","263","PSS9","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","264","PSS22","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Camping zone in the upper portion of Paintbrush Canyon. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","265","MCZ16","03 Mountain Camping Zones",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Group site in lower section of Death Canyon Camping Zone. These group sites have bear boxes for food storage.","266","MGS1","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","267","PSN1","Non Zone North",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","268","PSS2","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","269","PSS25","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","This site can be accessed by either boat across Jackson Lake, or an 8 mile hike from Glade Creek Trailhead which may include a river crossing. It has a bear box which can accommodate one typically sized cooler.  Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","270","JL01","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Canyon in the remote far north section of the park. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","271","NC2","05 Northern Canyons",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Designated as walk-up only for use during the summer months.","272","PSN5","Non Zone North",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Campsite for groups with horses in Upper Granite Camping Zone. These group sites have bear boxes for food storage.","273","MGS10","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Koven","274","OCS16","09 Other Climbing Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Canyon/Basin in the remote far north section of the park. Hikers must take IGBC approved bear resistant food storage containers in this area. Free loan out of these containers is available at Grand Teton permit stations with a valid backcountry permit.","275","NC3","05 Northern Canyons",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:26:55","0","0","No","Non-motorized boat in only site. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.","276","LL04","02 Leigh Lake",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2016-03-03 06:27:58","44.6594444444","-121.905555556","No","Pamelia Limited Entry Area is within the Mt. Jefferson Wilderness.","277","Pamelia Area","Permit Area",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2016-03-03 06:27:58","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone.","278","Pamelia Lake","Zone",""
"2014-05-02 18:32:16","","249991","2016-03-03 06:27:58","0","0","No","The Brooks Camp Campground in Katmai National Park provides a quintessential Alaskan wildlife experience. When campers step off their floatplane or boat, they enter one of the largest concentrated habitats of brown bears on earth. July and September are the prime bear viewing months and close encounters are common.","279","Brooks Camp","Campground",""
"2014-05-02 18:32:16","","249991","2016-03-03 06:27:58","58.6695583333","-155.430916667","No","Fures Cabin is a key stopover for those attempting the Savonoski Loop paddle trip, or as a beautiful destination in its own right. It is not an alternate for a Brooks Camp Campground and requires a full day of paddling to reach, or the use of a boat or plane.","280","Fures Cabin","Cabin",""
"2014-05-02 18:32:16","Admiralty Island National Monument","233328","2016-03-03 06:27:58","57.8988888889","-134.280555556","No","Bear viewing at Pack Creek dates back to the 1930s when the area became popular with visitors from Juneau. In 1934 the Territorial Game Commission prohibited bear hunting within 20 square miles around Pack Creek. One year later, the Civilian Conservation Corps built a trail and a small tree stand overlooking Pack Creek (this stand was replaced with the current tower in 1990).In the mid-1950s a gentleman by the name of Stan Price floated his wannigan float house into the Pack Creek estuary. Over the next several decades his year round presence was a significant factor in conditioning the bears to humans. By the time of his passing in 1989 the bears were comfortable with daily visitors from Juneau.The Alaska Board of Game expanded the hunting closure in 1984 to include Swan Cove, Swan Island and Windfall Harbor -- a total of about 95 square miles.","281","Pack Creek Bear Viewing","Entry Point",""
"2014-05-02 18:32:16","Price Field Office","233393","2016-03-03 06:27:58","39.8394444444","-109.914166667","No","Desolation-Gray Canyons of the Green River","282","Desolation-Gray Canyons of the Green River","Entry Point","Price, Utah "
"2014-05-02 18:32:16","","234642","2016-03-03 06:27:58","0","0","No","9:45AM - 11:45AM","283","9:45AM - 11:45AM","Entry Point",""
"2014-05-02 18:32:16","","234642","2016-03-03 06:27:58","0","0","No","7:30AM - 9:30AM","284","7:30AM - 9:30AM","Entry Point",""
"2014-05-02 18:32:16","","234642","2016-03-03 06:27:58","0","0","No","2:30PM - 4:30PM","285","2:30PM - 4:30PM","Entry Point",""
"2014-05-02 18:32:16","","234642","2016-03-03 06:27:58","0","0","No","4:45PM - 6:45PM","286","4:45PM - 6:45PM","Entry Point",""
"2014-05-02 18:32:16","","234642","2016-03-03 06:27:58","0","0","No","12:15PM - 2:15PM","287","12:15PM - 2:15PM","Entry Point",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2016-03-03 06:27:58","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone.","288","Hanks and Hunts Lake","Zone",""
"2014-05-02 18:32:16","Mt. Jefferson Wilderness","234769","2016-03-03 06:27:58","44.6594444444","-121.905555556","No","Large group permits are for one of three zones within the Pamelia Limited Entry Area.  Overnight visitors must camp in their assigned zone..","289","Coyote and Shale Lakes","Zone",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone is in the center of the Rockbound Valley with the Rubicon River paralleling the Rubicon Trail.  Camper Flat is a multi-destination hub.  Reservable Quota - 10","290","Camper Flat","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Lake Genevieve, Crag Lake and Hidden Lake.  Access is from the Meeks Bay Trailhead.   Reservable Quota - 10","291","Genevieve","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This  east side zone is an area of peaks and rugged terrain.   Grouse Lakes are accessed via a primitive trail heading south off the Tahoe-Yosemite Trail near the south shore of Rubicon Lake.    Reservable Quota - 2","292","Grouse Lakes","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Phipps Lake, Phipps Peak and  Phipps Pass. The Pacific Crest Trail and the Tahoe-Yosemite Trail navigate this zone.  Reservable Quota - 2","293","Phipps","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This Zone surrounds Rockbound Lake and is accessible from the Loon Lake Trailhead. Reservable Quota - 13.","294","Rockbound Lake","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This  large off trail zone at the northwest corner of the Wilderness consists of many unnamed ponds. Access from Loon Lake or Van Vleck Trailheads.                     Reservable Quota - 4","295","Brown Mountain","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone features the primitive McConnell Lake Trail providing access to  Leland Lakes, McConnell Lake,  Horseshoe Lake, and 4 Qs Lakes, Trailhead access is thru the Rockbound Trailhead at Wrights Lake.   Reservable Quota - 10","296","Lelands","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Lake Schmidell and is accessible from the Rockbound Trailhead.  Reservable Quota - 5","297","Schmidell","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone  includes Lyons Lake and Sylvia Lake.  Access is from the Lyons Creek Trailhead  via the Lyons Creek Trail, or on the Bloodsucker Trail starting from the Wrights Lake Horse Camp.    Reservable Quota - 8","298","Lyons","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Horsetail Falls, Avalanche Lake, Pitt Lake, Ropi Lake, Osma Lake, Toem Lake, and Gefo Lake, This is an off -trail area that is accessible via  the Ralston or Echo Lakes Trailheads and primitive routes.   Reservable Quota - 10","299","Avalanche","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Shadow Lake, Stony Ridge Lake and Rubicon Lake.  It is accessible from Meeks Bay Trail head.  A section of the Tahoe-Yosemite Trail passes thru.                                                          Reservable Quota - 10","300","Stony Ridge","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","The zone includes Triangle Lake and Lost Lake and is accessible from the Echo Lakes Trailhead.   A primitive route enters this zone from the Glenn Alpine Trailhead. Reservable Quota - 2","301","Triangle","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","302","Buck Island","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","303","Bayview","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","304","Pyramid Creek (Twin Bridges)","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Lake of the Woods, a Special Management area with designated campsites and multiple restoration sites, and Frata Lake.  Access is thru  the Echo Lakes or Ralston Trailheads.  Reservable Quota - 10","305","Lake of the Woods","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","306","Lyons Creek","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","Highland Lake and Lake Zitella are in this off trail zone.  Access is via a primitive route off the McConnell LakeTrail near Horseshoe Lake.     Reservable Quota - 4","307","Highland","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This western slope zone is accessible from the Van Vleck Trailhead via the Red Peak Trail,  or from the Barrett Lake 4WD Trail terminous at Barrett Lake..  It includes   Lake #3 and Lake #5.          Reservable Quota - 4","308","Lakes #3 and #5","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","309","Loon Lake","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","310","Eagle Falls","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This  large area at the north end of the Wilderness is accessible from the Meeks Bay Trailhead or Richardson Lake.  A section of the Pacific Crest Trail passes thru. Reservable Quota - 5","311","General Creek","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Rubicon Reservior, Fox Lake, and a section of the  Rubicon River.    It is accessible from Loon Lake Trailhead.   Reservable Quota - 12","312","Rubicon","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","313","Glen Alpine","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","314","Van Vleck","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","315","Rockbound","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Ralston Peak and includes Cup Lake and Saucer Lake.  Access is from the Ralston Trailhead.    Reservable Quota - 2","316","Ralston","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Forni Lake, Tells, Silver and McConnell Peaks, and  sections of the Red Peak and Highland Trails.   Access is thru the Van Vleck Trailhead.              Reservable Quota - 6","317","Tells","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","318","Echo","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","319","General Creek","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","320","Ralston","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","321","Cathedral","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","322","Tallac","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","323","Meeks Bay","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This is a Trailhead.","324","Twin Lakes","Trailhead",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This Zone includes Lawrence Lake, Top Lake, and Lake #9.  Access to this area is via the Red Peak Trail from the Van Vleck Trailhead, or the terminous of the Barrett Lake 4WD Trail at Barrett Lake.    Reservable Quota - 4","325","Lawrence","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This Zone features the primitive Red Peak Stock Trail.  Trailhead access is from the Rockbound Trailhead via the Rockbound Trail and Willow Flat Primitive Trail.        Reservable Quota - 3","326","Red Peak","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes the upper Rubicon River watershed in Rockbound Valley, Clyde Lake, Mosquito Pass and the north shore of Lake Aloha.  Primary access is from the Echo Lake Trailhead.  Additional access from the Rockbound Trailhead.                           Reservable Quota - 6","327","China Flat","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone has Fontanillis Lake, Dicks Lake with the Pacific Crest Trail as its main trail artery.  Access is from  Eagle Falls or Bayview Trailheads, Lake Tahoe.                  Reservable Quota - 8","328","Dicks","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone inlcudes Kalmia Lake, Snow Lake, and Tallac Lake. This is an off trail zone.  Reservable Quota - 3","329","Kalmia","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone is located in the center of the Wilderness on the eastern slope of the Rockbound Valley and includes Dicks and Jacks Peaks.    Reservable Quota - 2","330","Dicks Peak","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Middle Velma Lake and is accessible from the Bayview or Eagle Falls Trailheads out of Emerald Bay, Lake Tahoe.  The Pacific Crest Trail passes by to the west.      Reservable Quota -10","331","Middle Velma","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Lower Velma Lake, Upper Velma Lake, Azure Lake, and Granite Lake.  Access to this zone is from Bayview or Eagle Falls Trailheads out of Emerald Bay, Lake Tahoe.    Reservable Quota - 20","332","Lower Velmas","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Lake Lois and is accessible from the Rockbound Trailhead.                      Reservable Quota - 4","333","Lois","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This Zone is designed specifically for Eagle Lake. This is a Special Management area with designated campsites.  Access is from the Eagle Falls Trailhead.   High day use.   Reservable Quota - 3","334","Eagle","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Maude Lake, The Jones Fork of Silver Creek, and Willow Flat.  Access is via the Rockbound Trail from the Rockbound Trailhead at Wrights Lake.        Reservable Quota - 6","335","Maud","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone consists of Lake Doris which is on the eastern side of Rockbound Pass.  Access is from the Rockbound Trailhead at Wrights Lake.  Reservable Quota - 3","336","Rockbound Pass","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone consists of of the southern end of the Crystal Range including Mt. Price, Pyramid Peak, and the western shore of Lake Aloha.  Trailhead access includes Lyons Creek, Twin Lakes, Rockbound and Echo Lake Trailheads. .  Reservable Quota - 6","337","Mt. Price","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Half Moon Lake and Alta-Morris Lake.  Access is thru the Glen Alpine Trailhead.  A section of the PCT passes thru.   Reservable Quota - 3","338","Half Moon","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Gilmore Lake and Mt Tallac.  Access is thru Glen Alpine Trailhead for Gilmore Lake and  Mt. Tallac Trailhead  for Mr. Tallac.   Reservable Quota  - 9","339","Gilmore","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone features Cathedral Lake, accesible from Glen Alpine Trailhead, and Floating Island Lake, accessible from Mt. Tallac Trailhead.   Reservable Quota - 2","340","Cathedral","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone consists of Tyler Lake, Gertrude Lake and Umpa Lake and is accessible from the Twin Lakes or Rockbound Trailheads out of Wrights Lake.  Reservable Quota - 4","341","Tyler","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Twin Lakes,  Island Lake and Boomerang Lake.  Access is via the Twin Lakes Trailhead.  High day use at Twin Lakes.   Reservable Quota - 10","342","Twin","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Lake Aloha, Heather Lake, Lake Leconte, Jabu Lake, Lake Lucille and Lake Margery.   The PCT passes thru.  Access is thru the Echo Lakes Trailhead.  High day use at Lake Aloha.  Reservable Quota - 18","343","Aloha","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Susie Lake and is accessible from the Glen Alpine Trailhead.  Reservable Quota - 4","344","Susie","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Grass Lake and is accessible from the Glen Alpine Trailhead. - Reservable Quota - 4","345","Grass","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Grouse Lake and Hemlock Lake,  a Special Management area with designated campsites and restoration sites.  Access is from the Twin Lakes Trailhead. High day use at Grouse Lake.   Reservable Quota - 6","346","Hemlock","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone surrounds Smith Lake and is accessible from the Twin Lakes Trailhead. The Grouse Lake Trail  from Hemlock Lake to Smith Lake is primitive.                        Reservable Quota - 3","347","Smith","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This off trail zone contains Waca Lake and Pyramid Lake.  Access is via the Echo Lakes Trailhead.    Reservable Quota - 3","348","Waca","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone contains American Lake, Channel Lakes, Desolation Lake and Chain Lake.  Access to these lakes is thru the Echo Lakes Trailhead.   Reservable Quota - 5","349","American","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","This zone includes Tamarack Lake, Ralston Lake, and Cagwin Lake. This zone is accessible out of Echo Lakes Trailhead.  High day use at Tamarack lake.              Reservable Quota - 10","350","Tamarack","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","Pacific Crest Trail","351","Pacific Crest Trail","Entry Point",""
"2014-05-02 18:32:16","Desolation Wilderness","233261","2016-03-03 06:27:58","0","0","No","Tahoe Rim Trail","352","Tahoe Rim Trail","Entry Point",""
"2014-05-02 18:32:16","Three Sisters Wilderness","234770","2016-03-03 06:27:58","44.2041666667","-121.871944444","No","Obsidian Limited Entry Area is within the Three Sisters Wilderness.","353","Obsidian Area","Permit Area",""
"2014-05-02 18:32:16","","249987","2016-03-03 06:27:58","0","0","No","Segment  2 includes Bowman Bridge, Rainbow Rapids, Sulak (State), and Upper Branch Bridge","354","Bowman Bridge to Upper Branch","Boat Launch",""
"2014-05-02 18:32:16","","249987","2016-03-03 06:27:58","0","0","No","Segment 3 includes Upper Branch Bridge, Walhalla Bridge (State), and Indian Bridge","355","Upper Branch to Indian Bridge","Boat Launch",""
"2014-05-02 18:32:16","","249987","2016-03-03 06:27:58","0","0","No","Segment 1 includes Forks Landing (State), M-37 (State), Green Cottage, Gleasons Landing, and Bowman Bridge","356","Forks to Bowman Bridge","Boat Launch",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","This site is most often accessed by boat, although occasionally hikers access it from the Leigh Lake trailhead.  This route does require some bushwacking through dense forest. It has two bear boxes which can each accommodate one typically sized cooler.  Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","357","JL08","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","This is a boat in only site. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","358","JL09","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","Designated as walk-up only for use during the summer months.","359","PSS27","Non Zone South",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","This is a boat in only site. It has two bear boxes which each can accommodate one typically sized cooler. Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.","360","JL06","01 Jackson Lake",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","Group Site in lower portion of South Fork Cascade Camping Zone. These group sites have bear boxes for food storage.","361","MGS8","04 Mountain Group Sites",""
"2014-05-02 18:32:16","","249986","2016-03-03 06:27:58","0","0","No","Designated as walk-up only for use during the summer months.","362","PSS26","Non Zone South",""
